year_film,year_ceremony,category,film,name
2005,2006,WRITING (Original Screenplay),Crash,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis
2006,2007,ACTOR IN A LEADING ROLE,The Last King of Scotland,Forest Whitaker
2006,2007,ACTOR IN A SUPPORTING ROLE,Little Miss Sunshine,Alan Arkin
2006,2007,ACTRESS IN A LEADING ROLE,The Queen,Helen Mirren
2006,2007,ACTRESS IN A SUPPORTING ROLE,Dreamgirls,Jennifer Hudson
2006,2007,ANIMATED FEATURE FILM,Happy Feet,George Miller
2006,2007,ART DIRECTION,Pan's Labyrinth,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta
2006,2007,BEST PICTURE,The Departed,"Graham King, Producer"
2006,2007,CINEMATOGRAPHY,Pan's Labyrinth,Guillermo Navarro
2006,2007,COSTUME DESIGN,Marie Antoinette (2006),Milena Canonero
2006,2007,DIRECTING,The Departed,Martin Scorsese
2006,2007,DOCUMENTARY (Feature),An Inconvenient Truth,Davis Guggenheim
2006,2007,DOCUMENTARY (Short Subject),The Blood of Yingzhou District,Ruby Yang and Thomas Lennon
2006,2007,FILM EDITING,The Departed,Thelma Schoonmaker
2006,2007,FOREIGN LANGUAGE FILM,The Lives of Others,Germany
2006,2007,MAKEUP,Pan's Labyrinth,David Martí and Montse Ribé
2006,2007,MUSIC (Original Score),Babel,Gustavo Santaolalla
2006,2007,MUSIC (Original Song),An Inconvenient Truth,Music and Lyric by Melissa Etheridge
2006,2007,SHORT FILM (Animated),The Danish Poet,Torill Kove
2006,2007,SHORT FILM (Live Action),West Bank Story,Ari Sandel
2006,2007,SOUND EDITING,Letters from Iwo Jima,Alan Robert Murray and Bub Asman
2006,2007,SOUND MIXING,Dreamgirls,"Michael Minkler, Bob Beemer and Willie Burton"
2006,2007,VISUAL EFFECTS,Pirates of the Caribbean: Dead Man's Chest,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall"
2006,2007,WRITING (Adapted Screenplay),The Departed,Screenplay by William Monahan
2006,2007,WRITING (Original Screenplay),Little Miss Sunshine,Written by Michael Arndt
2007,2008,ACTOR IN A LEADING ROLE,There Will Be Blood,Daniel Day-Lewis
2007,2008,ACTOR IN A SUPPORTING ROLE,No Country for Old Men,Javier Bardem
2007,2008,ACTRESS IN A LEADING ROLE,La Vie en Rose,Marion Cotillard
2007,2008,ACTRESS IN A SUPPORTING ROLE,Michael Clayton,Tilda Swinton
2007,2008,ANIMATED FEATURE FILM,Ratatouille,Brad Bird
2007,2008,ART DIRECTION,Sweeney Todd The Demon Barber of Fleet Street,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo
2007,2008,BEST PICTURE,No Country for Old Men,"Scott Rudin, Ethan Coen and Joel Coen, Producers"
2007,2008,CINEMATOGRAPHY,There Will Be Blood,Robert Elswit
2007,2008,COSTUME DESIGN,Elizabeth: The Golden Age,Alexandra Byrne
2007,2008,DIRECTING,No Country for Old Men,Joel Coen and Ethan Coen
2007,2008,DOCUMENTARY (Feature),Taxi to the Dark Side,Alex Gibney and Eva Orner
2007,2008,DOCUMENTARY (Short Subject),Freeheld,Cynthia Wade and Vanessa Roth
2007,2008,FILM EDITING,The Bourne Ultimatum,Christopher Rouse
2007,2008,FOREIGN LANGUAGE FILM,The Counterfeiters,Austria
2007,2008,MAKEUP,La Vie en Rose,Didier Lavergne and Jan Archibald
2007,2008,MUSIC (Original Score),Atonement,Dario Marianelli
2007,2008,MUSIC (Original Song),Once,Music and Lyric by Glen Hansard and Marketa Irglova
2007,2008,SHORT FILM (Animated),Peter & the Wolf,Suzie Templeton and Hugh Welchman
2007,2008,SHORT FILM (Live Action),Le Mozart des Pickpockets (The Mozart of Pickpockets),Philippe Pollet-Villard
2007,2008,SOUND EDITING,The Bourne Ultimatum,Karen Baker Landers and Per Hallberg
2007,2008,SOUND MIXING,The Bourne Ultimatum,"Scott Millan, David Parker and Kirk Francis"
2007,2008,VISUAL EFFECTS,The Golden Compass,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood"
2007,2008,WRITING (Adapted Screenplay),No Country for Old Men,Written for the screen by Joel Coen & Ethan Coen
2007,2008,WRITING (Original Screenplay),Juno,Written by Diablo Cody
2008,2009,ACTOR IN A LEADING ROLE,Milk,Sean Penn
2008,2009,ACTOR IN A SUPPORTING ROLE,The Dark Knight,Heath Ledger
2008,2009,ACTRESS IN A LEADING ROLE,The Reader,Kate Winslet
2008,2009,ACTRESS IN A SUPPORTING ROLE,Vicky Cristina Barcelona,Penélope Cruz
2008,2009,ANIMATED FEATURE FILM,WALL-E,Andrew Stanton
2008,2009,ART DIRECTION,The Curious Case of Benjamin Button,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo
2008,2009,BEST PICTURE,Slumdog Millionaire,"Christian Colson, Producer"
2008,2009,CINEMATOGRAPHY,Slumdog Millionaire,Anthony Dod Mantle
2008,2009,COSTUME DESIGN,The Duchess,Michael O'Connor
2008,2009,DIRECTING,Slumdog Millionaire,Danny Boyle
2008,2009,DOCUMENTARY (Feature),Man on Wire,James Marsh and Simon Chinn
2008,2009,DOCUMENTARY (Short Subject),Smile Pinki,Megan Mylan
2008,2009,FILM EDITING,Slumdog Millionaire,Chris Dickens
2008,2009,FOREIGN LANGUAGE FILM,Departures,Japan
2008,2009,MAKEUP,The Curious Case of Benjamin Button,Greg Cannom
2008,2009,MUSIC (Original Score),Slumdog Millionaire,A.R. Rahman
2008,2009,MUSIC (Original Song),Slumdog Millionaire,Music by A.R. Rahman; Lyric by Gulzar
2008,2009,SHORT FILM (Animated),La Maison en Petits Cubes,Kunio Kato
2008,2009,SHORT FILM (Live Action),Spielzeugland (Toyland),Jochen Alexander Freydank
2008,2009,SOUND EDITING,The Dark Knight,Richard King
2008,2009,SOUND MIXING,Slumdog Millionaire,"Ian Tapp, Richard Pryke and Resul Pookutty"
2008,2009,VISUAL EFFECTS,The Curious Case of Benjamin Button,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron"
2008,2009,WRITING (Adapted Screenplay),Slumdog Millionaire,Screenplay by Simon Beaufoy
2008,2009,WRITING (Original Screenplay),Milk,Written by Dustin Lance Black
2009,2010,ACTOR IN A LEADING ROLE,Crazy Heart,Jeff Bridges
2009,2010,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds,Christoph Waltz
2009,2010,ACTRESS IN A LEADING ROLE,The Blind Side,Sandra Bullock
2009,2010,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire,Mo'Nique
2009,2010,ANIMATED FEATURE FILM,Up (2009),Pete Docter
2009,2010,ART DIRECTION,Avatar,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair
2009,2010,BEST PICTURE,The Hurt Locker,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers"
2009,2010,CINEMATOGRAPHY,Avatar,Mauro Fiore
2009,2010,COSTUME DESIGN,The Young Victoria,Sandy Powell
2009,2010,DIRECTING,The Hurt Locker,Kathryn Bigelow
2009,2010,DOCUMENTARY (Feature),The Cove,Louie Psihoyos and Fisher Stevens
2009,2010,DOCUMENTARY (Short Subject),Music by Prudence,Roger Ross Williams and Elinor Burkett
2009,2010,FILM EDITING,The Hurt Locker,Bob Murawski and Chris Innis
2009,2010,FOREIGN LANGUAGE FILM,The Secret in Their Eyes,Argentina
2009,2010,MAKEUP,Star Trek,"Barney Burman, Mindy Hall and Joel Harlow"
2009,2010,MUSIC (Original Score),Up (2009),Michael Giacchino
2009,2010,MUSIC (Original Song),Crazy Heart,Music and Lyric by Ryan Bingham and T Bone Burnett
2009,2010,SHORT FILM (Animated),Logorama,Nicolas Schmerkin
2009,2010,SHORT FILM (Live Action),The New Tenants,Joachim Back and Tivi Magnusson
2009,2010,SOUND EDITING,The Hurt Locker,Paul N.J. Ottosson
2009,2010,SOUND MIXING,The Hurt Locker,Paul N.J. Ottosson and Ray Beckett
2009,2010,VISUAL EFFECTS,Avatar,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones"
2009,2010,WRITING (Adapted Screenplay),Precious: Based on the Novel 'Push' by Sapphire,Screenplay by Geoffrey Fletcher
2009,2010,WRITING (Original Screenplay),The Hurt Locker,Written by Mark Boal
2010,2011,ACTOR IN A LEADING ROLE,The King's Speech,Colin Firth
2010,2011,ACTOR IN A SUPPORTING ROLE,The Fighter,Christian Bale
2010,2011,ACTRESS IN A LEADING ROLE,Black Swan,Natalie Portman
2010,2011,ACTRESS IN A SUPPORTING ROLE,The Fighter,Melissa Leo
2010,2011,ANIMATED FEATURE FILM,Toy Story 3,Lee Unkrich
2010,2011,ART DIRECTION,Alice in Wonderland (2010),Production Design: Robert Stromberg; Set Decoration: Karen O'Hara
2010,2011,BEST PICTURE,The King's Speech,"Iain Canning, Emile Sherman and Gareth Unwin, Producers"
2010,2011,CINEMATOGRAPHY,Inception,Wally Pfister
2010,2011,COSTUME DESIGN,Alice in Wonderland (2010),Colleen Atwood
2010,2011,DIRECTING,The King's Speech,Tom Hooper
2010,2011,DOCUMENTARY (Feature),Inside Job,Charles Ferguson and Audrey Marrs
2010,2011,DOCUMENTARY (Short Subject),Strangers No More,Karen Goodman and Kirk Simon
2010,2011,FILM EDITING,The Social Network,Angus Wall and Kirk Baxter
2010,2011,FOREIGN LANGUAGE FILM,In a Better World,Denmark
2010,2011,MAKEUP,The Wolfman,Rick Baker and Dave Elsey
2010,2011,MUSIC (Original Score),The Social Network,Trent Reznor and Atticus Ross
2010,2011,MUSIC (Original Song),Toy Story 3,Music and Lyric by Randy Newman
2010,2011,SHORT FILM (Animated),The Lost Thing,Shaun Tan and Andrew Ruhemann
2010,2011,SHORT FILM (Live Action),God of Love,Luke Matheny
2010,2011,SOUND EDITING,Inception,Richard King
2010,2011,SOUND MIXING,Inception,"Lora Hirschberg, Gary A. Rizzo and Ed Novick"
2010,2011,VISUAL EFFECTS,Inception,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb"
2010,2011,WRITING (Adapted Screenplay),The Social Network,Screenplay by Aaron Sorkin
2010,2011,WRITING (Original Screenplay),The King's Speech,Screenplay by David Seidler
2011,2012,ACTOR IN A LEADING ROLE,The Artist,Jean Dujardin
2011,2012,ACTOR IN A SUPPORTING ROLE,Beginners,Christopher Plummer
2011,2012,ACTRESS IN A LEADING ROLE,The Iron Lady,Meryl Streep
2011,2012,ACTRESS IN A SUPPORTING ROLE,The Help,Octavia Spencer
2011,2012,ANIMATED FEATURE FILM,Rango,Gore Verbinski
2011,2012,ART DIRECTION,Hugo,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo
2011,2012,BEST PICTURE,The Artist,"Thomas Langmann, Producer"
2011,2012,CINEMATOGRAPHY,Hugo,Robert Richardson
2011,2012,COSTUME DESIGN,The Artist,Mark Bridges
2011,2012,DIRECTING,The Artist,Michel Hazanavicius
2011,2012,DOCUMENTARY (Feature),Undefeated,"TJ Martin, Dan Lindsay and Rich Middlemas"
2011,2012,DOCUMENTARY (Short Subject),Saving Face,Daniel Junge and Sharmeen Obaid-Chinoy
2011,2012,FILM EDITING,The Girl with the Dragon Tattoo,Kirk Baxter and Angus Wall
2011,2012,FOREIGN LANGUAGE FILM,A Separation,Iran
2011,2012,MAKEUP,The Iron Lady,Mark Coulier and J. Roy Helland
2011,2012,MUSIC (Original Score),The Artist,Ludovic Bource
2011,2012,MUSIC (Original Song),The Muppets,Music and Lyric by Bret McKenzie
2011,2012,SHORT FILM (Animated),The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce and Brandon Oldenburg
2011,2012,SHORT FILM (Live Action),The Shore,Terry George and Oorlagh George
2011,2012,SOUND EDITING,Hugo,Philip Stockton and Eugene Gearty
2011,2012,SOUND MIXING,Hugo,Tom Fleischman and John Midgley
2011,2012,VISUAL EFFECTS,Hugo,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning"
2011,2012,WRITING (Adapted Screenplay),The Descendants,Screenplay by Alexander Payne and Nat Faxon & Jim Rash
2011,2012,WRITING (Original Screenplay),Midnight in Paris,Written by Woody Allen
2012,2013,ACTOR IN A LEADING ROLE,Lincoln,Daniel Day-Lewis
2012,2013,ACTOR IN A SUPPORTING ROLE,Django Unchained,Christoph Waltz
2012,2013,ACTRESS IN A LEADING ROLE,Silver Linings Playbook,Jennifer Lawrence
2012,2013,ACTRESS IN A SUPPORTING ROLE,Les Misérables (2012),Anne Hathaway
2012,2013,ANIMATED FEATURE FILM,Brave,Mark Andrews and Brenda Chapman
2012,2013,BEST PICTURE,Argo,"Grant Heslov, Ben Affleck and George Clooney, Producers"
2012,2013,CINEMATOGRAPHY,Life of Pi,Claudio Miranda
2012,2013,COSTUME DESIGN,Anna Karenina,Jacqueline Durran
2012,2013,DIRECTING,Life of Pi,Ang Lee
2012,2013,DOCUMENTARY (Feature),Searching for Sugar Man,Malik Bendjelloul and Simon Chinn
2012,2013,DOCUMENTARY (Short Subject),Inocente,Sean Fine and Andrea Nix Fine
2012,2013,FILM EDITING,Argo,William Goldenberg
2012,2013,FOREIGN LANGUAGE FILM,Amour,Austria
2012,2013,MAKEUP AND HAIRSTYLING,Les Misérables (2012),Lisa Westcott and Julie Dartnell
2012,2013,MUSIC (Original Score),Life of Pi,Mychael Danna
2012,2013,MUSIC (Original Song),Skyfall,Music and Lyric by Adele Adkins and Paul Epworth
2012,2013,PRODUCTION DESIGN,Lincoln,Production Design: Rick Carter; Set Decoration: Jim Erickson
2012,2013,SHORT FILM (Animated),Paperman,John Kahrs
2012,2013,SHORT FILM (Live Action),Curfew,Shawn Christensen
2012,2013,SOUND EDITING,Skyfall,Per Hallberg and Karen Baker Landers
2012,2013,SOUND EDITING,Zero Dark Thirty,Paul N.J. Ottosson
2012,2013,SOUND MIXING,Les Misérables (2012),"Andy Nelson, Mark Paterson and Simon Hayes"
2012,2013,VISUAL EFFECTS,Life of Pi,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott"
2012,2013,WRITING (Adapted Screenplay),Argo,Screenplay by Chris Terrio
2012,2013,WRITING (Original Screenplay),Django Unchained,Written by Quentin Tarantino
2013,2014,ACTOR IN A LEADING ROLE,Dallas Buyers Club,Matthew McConaughey
2013,2014,ACTOR IN A SUPPORTING ROLE,Dallas Buyers Club,Jared Leto
2013,2014,ACTRESS IN A LEADING ROLE,Blue Jasmine,Cate Blanchett
2013,2014,ACTRESS IN A SUPPORTING ROLE,12 Years a Slave,Lupita Nyong'o
2013,2014,ANIMATED FEATURE FILM,Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho"
2013,2014,BEST PICTURE,12 Years a Slave,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers"
2013,2014,CINEMATOGRAPHY,Gravity,Emmanuel Lubezki
2013,2014,COSTUME DESIGN,The Great Gatsby (2013),Catherine Martin
2013,2014,DIRECTING,Gravity,Alfonso Cuarón
2013,2014,DOCUMENTARY (Feature),20 Feet from Stardom,"Morgan Neville, Gil Friesen and Caitrin Rogers"
2013,2014,DOCUMENTARY (Short Subject),The Lady in Number 6: Music Saved My Life,Malcolm Clarke and Nicholas Reed
2013,2014,FILM EDITING,Gravity,Alfonso Cuarón and Mark Sanger
2013,2014,FOREIGN LANGUAGE FILM,The Great Beauty,Italy
2013,2014,MAKEUP AND HAIRSTYLING,Dallas Buyers Club,Adruitha Lee and Robin Mathews
2013,2014,MUSIC (Original Score),Gravity,Steven Price
2013,2014,MUSIC (Original Song),Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez
2013,2014,PRODUCTION DESIGN,The Great Gatsby (2013),Production Design: Catherine Martin; Set Decoration: Beverley Dunn
2013,2014,SHORT FILM (Animated),Mr. Hublot,Laurent Witz and Alexandre Espigares
2013,2014,SHORT FILM (Live Action),Helium,Anders Walter and Kim Magnusson
2013,2014,SOUND EDITING,Gravity,Glenn Freemantle
2013,2014,SOUND MIXING,Gravity,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro"
2013,2014,VISUAL EFFECTS,Gravity,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould"
2013,2014,WRITING (Adapted Screenplay),12 Years a Slave,Screenplay by John Ridley
2013,2014,WRITING (Original Screenplay),Her,Written by Spike Jonze
2014,2015,ACTOR IN A LEADING ROLE,The Theory of Everything,Eddie Redmayne
2014,2015,ACTOR IN A SUPPORTING ROLE,Whiplash,J.K. Simmons
2014,2015,ACTRESS IN A LEADING ROLE,Still Alice,Julianne Moore
2014,2015,ACTRESS IN A SUPPORTING ROLE,Boyhood,Patricia Arquette
2014,2015,ANIMATED FEATURE FILM,Big Hero 6,"Don Hall, Chris Williams and Roy Conli"
2014,2015,BEST PICTURE,Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers"
2014,2015,CINEMATOGRAPHY,Birdman or (The Unexpected Virtue of Ignorance),Emmanuel Lubezki
2014,2015,COSTUME DESIGN,The Grand Budapest Hotel,Milena Canonero
2014,2015,DIRECTING,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu
2014,2015,DOCUMENTARY (Feature),CitizenFour,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky"
2014,2015,DOCUMENTARY (Short Subject),Crisis Hotline: Veterans Press 1,Ellen Goosenberg Kent and Dana Perry
2014,2015,FILM EDITING,Whiplash,Tom Cross
2014,2015,FOREIGN LANGUAGE FILM,Ida,Poland
2014,2015,MAKEUP AND HAIRSTYLING,The Grand Budapest Hotel,Frances Hannon and Mark Coulier
2014,2015,MUSIC (Original Score),The Grand Budapest Hotel,Alexandre Desplat
2014,2015,MUSIC (Original Song),Selma,Music and Lyric by John Stephens and Lonnie Lynn
2014,2015,PRODUCTION DESIGN,The Grand Budapest Hotel,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock
2014,2015,SHORT FILM (Animated),Feast,Patrick Osborne and Kristina Reed
2014,2015,SHORT FILM (Live Action),The Phone Call,Mat Kirkby and James Lucas
2014,2015,SOUND EDITING,American Sniper,Alan Robert Murray and Bub Asman
2014,2015,SOUND MIXING,Whiplash,"Craig Mann, Ben Wilkins and Thomas Curley"
2014,2015,VISUAL EFFECTS,Interstellar,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher"
2014,2015,WRITING (Adapted Screenplay),The Imitation Game,Written by Graham Moore
2014,2015,WRITING (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo"
2015,2016,ACTOR IN A LEADING ROLE,The Revenant,Leonardo DiCaprio
2015,2016,ACTOR IN A SUPPORTING ROLE,Bridge of Spies,Mark Rylance
2015,2016,ACTRESS IN A LEADING ROLE,Room,Brie Larson
2015,2016,ACTRESS IN A SUPPORTING ROLE,The Danish Girl,Alicia Vikander
2015,2016,ANIMATED FEATURE FILM,Inside Out,Pete Docter and Jonas Rivera
2015,2016,BEST PICTURE,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers"
2015,2016,CINEMATOGRAPHY,The Revenant,Emmanuel Lubezki
2015,2016,COSTUME DESIGN,Mad Max: Fury Road,Jenny Beavan
2015,2016,DIRECTING,The Revenant,Alejandro G. Iñárritu
2015,2016,DOCUMENTARY (Feature),Amy,Asif Kapadia and James Gay-Rees
2015,2016,DOCUMENTARY (Short Subject),A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy
2015,2016,FILM EDITING,Mad Max: Fury Road,Margaret Sixel
2015,2016,FOREIGN LANGUAGE FILM,Son of Saul,Hungary
2015,2016,MAKEUP AND HAIRSTYLING,Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin"
2015,2016,MUSIC (Original Score),The Hateful Eight,Ennio Morricone
2015,2016,MUSIC (Original Song),Spectre,Music and Lyric by Jimmy Napes and Sam Smith
2015,2016,PRODUCTION DESIGN,Mad Max: Fury Road,Production Design: Colin Gibson; Set Decoration: Lisa Thompson
2015,2016,SHORT FILM (Animated),Bear Story,Gabriel Osorio and Pato Escala
2015,2016,SHORT FILM (Live Action),Stutterer,Benjamin Cleary and Serena Armitage
2015,2016,SOUND EDITING,Mad Max: Fury Road,Mark Mangini and David White
2015,2016,SOUND MIXING,Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo"
2015,2016,VISUAL EFFECTS,Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett"
2015,2016,WRITING (Adapted Screenplay),The Big Short,Screenplay by Charles Randolph and Adam McKay
2015,2016,WRITING (Original Screenplay),Spotlight,Written by Josh Singer & Tom McCarthy
2016,2017,ACTOR IN A LEADING ROLE,Manchester by the Sea,Casey Affleck
2016,2017,ACTOR IN A SUPPORTING ROLE,Moonlight,Mahershala Ali
2016,2017,ACTRESS IN A LEADING ROLE,La La Land,Emma Stone
2016,2017,ACTRESS IN A SUPPORTING ROLE,Fences,Viola Davis
2016,2017,ANIMATED FEATURE FILM,Zootopia,"Byron Howard, Rich Moore and Clark Spencer"
2016,2017,BEST PICTURE,Moonlight,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers"
2016,2017,CINEMATOGRAPHY,La La Land,Linus Sandgren
2016,2017,COSTUME DESIGN,Fantastic Beasts and Where to Find Them,Colleen Atwood
2016,2017,DIRECTING,La La Land,Damien Chazelle
2016,2017,DOCUMENTARY (Feature),O.J.: Made in America,Ezra Edelman and Caroline Waterlow
2016,2017,DOCUMENTARY (Short Subject),The White Helmets,Orlando von Einsiedel and Joanna Natasegara
2016,2017,FILM EDITING,Hacksaw Ridge,John Gilbert
2016,2017,FOREIGN LANGUAGE FILM,The Salesman,Iran
2016,2017,MAKEUP AND HAIRSTYLING,Suicide Squad,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson"
2016,2017,MUSIC (Original Score),La La Land,Justin Hurwitz
2016,2017,MUSIC (Original Song),La La Land,Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul
2016,2017,PRODUCTION DESIGN,La La Land,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco
2016,2017,SHORT FILM (Animated),Piper,Alan Barillaro and Marc Sondheimer
2016,2017,SHORT FILM (Live Action),Sing,Kristof Deák and Anna Udvardy
2016,2017,SOUND EDITING,Arrival,Sylvain Bellemare
2016,2017,SOUND MIXING,Hacksaw Ridge,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace"
2016,2017,VISUAL EFFECTS,The Jungle Book (2016),"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon"
2016,2017,WRITING (Adapted Screenplay),Moonlight,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney
2016,2017,WRITING (Original Screenplay),Manchester by the Sea,Written by Kenneth Lonergan
2017,2018,ACTOR IN A LEADING ROLE,Darkest Hour,Gary Oldman
2017,2018,ACTOR IN A SUPPORTING ROLE,"Three Billboards outside Ebbing, Missouri",Sam Rockwell
2017,2018,ACTRESS IN A LEADING ROLE,"Three Billboards outside Ebbing, Missouri",Frances McDormand
2017,2018,ACTRESS IN A SUPPORTING ROLE,"I, Tonya",Allison Janney
2017,2018,ANIMATED FEATURE FILM,Coco,Lee Unkrich and Darla K. Anderson
2017,2018,BEST PICTURE,The Shape of Water,"Guillermo del Toro and J. Miles Dale, Producers"
2017,2018,CINEMATOGRAPHY,Blade Runner 2049,Roger A. Deakins
2017,2018,COSTUME DESIGN,Phantom Thread,Mark Bridges
2017,2018,DIRECTING,The Shape of Water,Guillermo del Toro
2017,2018,DOCUMENTARY (Feature),Icarus,Bryan Fogel and Dan Cogan
2017,2018,DOCUMENTARY (Short Subject),Heaven Is a Traffic Jam on the 405,Frank Stiefel
2017,2018,FILM EDITING,Dunkirk,Lee Smith
2017,2018,FOREIGN LANGUAGE FILM,A Fantastic Woman,Chile
2017,2018,MAKEUP AND HAIRSTYLING,Darkest Hour,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick"
2017,2018,MUSIC (Original Score),The Shape of Water,Alexandre Desplat
2017,2018,MUSIC (Original Song),Coco,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez
2017,2018,PRODUCTION DESIGN,The Shape of Water,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin
2017,2018,SHORT FILM (Animated),Dear Basketball,Glen Keane and Kobe Bryant
2017,2018,SHORT FILM (Live Action),The Silent Child,Chris Overton and Rachel Shenton
2017,2018,SOUND EDITING,Dunkirk,Richard King and Alex Gibson
2017,2018,SOUND MIXING,Dunkirk,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten"
2017,2018,VISUAL EFFECTS,Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover"
2017,2018,WRITING (Adapted Screenplay),Call Me by Your Name,Screenplay by James Ivory
2017,2018,WRITING (Original Screenplay),Get Out,Written by Jordan Peele
2018,2019,ACTOR IN A LEADING ROLE,Bohemian Rhapsody,Rami Malek
2018,2019,ACTOR IN A SUPPORTING ROLE,Green Book,Mahershala Ali
2018,2019,ACTRESS IN A LEADING ROLE,The Favourite,Olivia Colman
2018,2019,ACTRESS IN A SUPPORTING ROLE,If Beale Street Could Talk,Regina King
2018,2019,ANIMATED FEATURE FILM,Spider-Man: Into the Spider-Verse,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller"
2018,2019,BEST PICTURE,Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers"
2018,2019,CINEMATOGRAPHY,Roma,Alfonso Cuarón
2018,2019,COSTUME DESIGN,Black Panther,Ruth Carter
2018,2019,DIRECTING,Roma,Alfonso Cuarón
2018,2019,DOCUMENTARY (Feature),Free Solo,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill"
2018,2019,DOCUMENTARY (Short Subject),Period. End of Sentence.,Rayka Zehtabchi and Melissa Berton
2018,2019,FILM EDITING,Bohemian Rhapsody,John Ottman
2018,2019,FOREIGN LANGUAGE FILM,Roma,Mexico
2018,2019,MAKEUP AND HAIRSTYLING,Vice,"Greg Cannom, Kate Biscoe and Patricia Dehaney"
2018,2019,MUSIC (Original Score),Black Panther,Ludwig Goransson
2018,2019,MUSIC (Original Song),A Star Is Born (2018),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt"
2018,2019,PRODUCTION DESIGN,Black Panther,Production Design: Hannah Beachler; Set Decoration: Jay Hart
2018,2019,SHORT FILM (Animated),Bao,Domee Shi and Becky Neiman-Cobb
2018,2019,SHORT FILM (Live Action),Skin,Guy Nattiv and Jaime Ray Newman
2018,2019,SOUND EDITING,Bohemian Rhapsody,John Warhurst and Nina Hartstone
2018,2019,SOUND MIXING,Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali"
2018,2019,VISUAL EFFECTS,First Man,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm"
2018,2019,WRITING (Adapted Screenplay),BlacKkKlansman,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee
2018,2019,WRITING (Original Screenplay),Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly"
2019,2020,ACTOR IN A LEADING ROLE,Joker,Joaquin Phoenix
2019,2020,ACTOR IN A SUPPORTING ROLE,Once upon a Time...in Hollywood,Brad Pitt
2019,2020,ACTRESS IN A LEADING ROLE,Judy,Renée Zellweger
2019,2020,ACTRESS IN A SUPPORTING ROLE,Marriage Story,Laura Dern
